valve,flow,direction,step,touch
207, 31223, b, 18, 1
207, 31238, b, 17, 1
207, 31205, b, 16, 1
207, 31205, b, 15, 1
207, 31188, b, 14, 1
207, 31205, b, 13, 1
207, 31223, b, 12, 1
207, 31205, b, 11, 1
207, 31238, b, 10, 0
207, 31205, b, 9, 0
207, 31188, b, 8, 0
207, 31172, b, 7, 0
207, 31155, b, 6, 0
207, 31155, b, 5, 0
207, 31155, b, 4, 0
207, 31155, b, 3, 0
207, 31155, b, 2, 0
207, 31172, b, 1, 0
207,31155,f,0,0
207,31138,f,1,0
207,31155,f,2,0
207,31138,f,3,0
207,31138,f,4,0
207,31123,f,5,0
207,31138,f,6,0
207,31138,f,7,0
207,31155,f,8,0
207,31138,f,9,0
207,31155,f,10,0
207,31172,f,11,1
207,31155,f,12,1
207,31155,f,13,1
207,31188,f,14,1
207,31172,f,15,1
207,31155,f,16,1
207,31155,f,17,1
207,31138,f,18,1
207,31138,f,19,1
207, 31138, b, 20, 1
207, 31123, b, 19, 1
207, 31123, b, 18, 1
207, 31138, b, 17, 1
207, 31205, b, 16, 1
207, 31138, b, 15, 1
207, 31155, b, 14, 1
207, 31138, b, 13, 1
207, 31138, b, 12, 1
207, 31123, b, 11, 1
207, 31123, b, 10, 0
207, 31138, b, 9, 0
207, 31138, b, 8, 0
207, 31155, b, 7, 0
207, 31138, b, 6, 0
207, 31155, b, 5, 0
207, 31155, b, 4, 0
207, 31155, b, 3, 0
207, 31155, b, 2, 0
207, 31155, b, 1, 0
207,31155,f,0,0
207,31155,f,1,0
207,31172,f,2,0
207,31188,f,3,0
207,31172,f,4,0
207,31172,f,5,0
207,31188,f,6,0
207,31172,f,7,0
207,31188,f,8,0
207,31188,f,9,0
207,31188,f,10,0
207,31172,f,11,1
207,32125,f,12,1
207,31155,f,13,1
207,31172,f,14,1
207,31172,f,15,1
207,31155,f,16,1
207,31155,f,17,1
207,31155,f,18,1
207,31155,f,19,1
207, 31155, b, 20, 1
207, 31138, b, 19, 1
207, 31155, b, 18, 1
207, 31155, b, 17, 1
207, 31155, b, 16, 1
207, 31138, b, 15, 1
207, 31155, b, 14, 1
207, 31123, b, 13, 1
207, 31138, b, 12, 1
207, 31155, b, 11, 1
207, 31155, b, 10, 0
207, 31155, b, 9, 0
207, 31172, b, 8, 0
207, 31155, b, 7, 0
207, 31155, b, 6, 0
207, 31172, b, 5, 0
207, 31155, b, 4, 0
207, 31155, b, 3, 0
207, 31155, b, 2, 0
207, 31155, b, 1, 0
207,31155,f,0,0
207,31155,f,1,0
207,31155,f,2,0
207,31188,f,3,0
207,31155,f,4,0
207,31155,f,5,0
207,31138,f,6,0
207,31138,f,7,0
207,31123,f,8,0
207,31106,f,9,0
207,31106,f,10,0
207,31138,f,11,1
207,31138,f,12,1
207,31138,f,13,1
207,31138,f,14,1
207,31138,f,15,1
207,31138,f,16,1
207,31138,f,17,1
207,31138,f,18,1
207,31188,f,19,1
207, 31155, b, 20, 1
207, 31155, b, 19, 1
207, 31155, b, 18, 1
207, 31155, b, 17, 1
207, 31155, b, 16, 1
207, 31155, b, 15, 1
207, 31138, b, 14, 1
207, 31123, b, 13, 1
207, 31123, b, 12, 1
207, 31138, b, 11, 1
207, 31138, b, 10, 0
207, 31155, b, 9, 0
207, 31172, b, 8, 0
207, 31155, b, 7, 0
207, 31155, b, 6, 0
207, 31138, b, 5, 0
207, 31155, b, 4, 0
207, 31138, b, 3, 0
207, 31123, b, 2, 0
207, 31123, b, 1, 0
207,31138,f,0,0
207,31106,f,1,0
207,31106,f,2,0
207,31155,f,3,0
207,31123,f,4,0
207,31106,f,5,0
207,31172,f,6,0
207,31172,f,7,0
207,31172,f,8,0
207,31155,f,9,0
207,31188,f,10,0
207,31155,f,11,1
207,31172,f,12,1
207,31155,f,13,1
207,31155,f,14,1
207,31155,f,15,1
207,31188,f,16,1
207,31138,f,17,1
207,31155,f,18,1
207,31155,f,19,1
207, 31172, b, 20, 1
207, 31205, b, 19, 1
207, 31172, b, 18, 1
207, 31155, b, 17, 1
207, 31155, b, 16, 1
207, 31155, b, 15, 1
207, 31138, b, 14, 1
207, 31123, b, 13, 1
207, 31123, b, 12, 1
207, 31123, b, 11, 1
207, 31155, b, 10, 0
207, 31123, b, 9, 0
207, 31123, b, 8, 0
207, 31155, b, 7, 0
207, 31188, b, 6, 0
207, 31138, b, 5, 0
207, 31123, b, 4, 0
207, 31155, b, 3, 0
207, 31138, b, 2, 0
207, 31106, b, 1, 0
208,31106,f,0,0
208,31650,f,1,0
208,31633,f,2,0
208,31633,f,3,0
208,31650,f,4,0
208,31584,f,5,0
208,31584,f,6,0
208,31617,f,7,0
208,31698,f,8,0
208,31650,f,9,0
208,31650,f,10,0
208,31320,f,11,1
208,31320,f,12,1
208,31287,f,13,1
208,31320,f,14,1
208,31320,f,15,1
208,31336,f,16,1
208,31271,f,17,1
208,31271,f,18,1
208,31238,f,19,1
208, 31254, b, 20, 1
208, 31223, b, 19, 1
208, 31238, b, 18, 1
208, 31254, b, 17, 1
208, 31223, b, 16, 1
208, 31223, b, 15, 1
208, 31223, b, 14, 1
208, 31205, b, 13, 1
208, 31188, b, 12, 1
208, 31205, b, 11, 1
208, 31188, b, 10, 0
208, 31188, b, 9, 0
208, 31254, b, 8, 0
208, 31205, b, 7, 0
208, 31188, b, 6, 0
208, 31172, b, 5, 0
208, 31188, b, 4, 0
208, 31188, b, 3, 0
208, 31205, b, 2, 0
208, 31155, b, 1, 0
208,31188,f,0,0
208,31155,f,1,0
208,31188,f,2,0
208,31155,f,3,0
208,31172,f,4,0
208,31172,f,5,0
208,31155,f,6,0
208,31155,f,7,0
208,31155,f,8,0
208,31155,f,9,0
208,31155,f,10,0
208,31155,f,11,1
208,31172,f,12,1
208,31188,f,13,1
208,31155,f,14,1
208,31155,f,15,1
208,31155,f,16,1
208,31155,f,17,1
208,31155,f,18,1
208,31155,f,19,1
208, 31155, b, 20, 1
208, 31106, b, 19, 1
208, 31155, b, 18, 1
208, 31155, b, 17, 1
208, 31155, b, 16, 1
208, 31155, b, 15, 1
208, 31155, b, 14, 1
208, 31138, b, 13, 1
208, 31138, b, 12, 1
208, 31155, b, 11, 1
208, 31155, b, 10, 0
208, 31138, b, 9, 0
208, 31155, b, 8, 0
208, 31155, b, 7, 0
208, 31138, b, 6, 0
208, 31138, b, 5, 0
208, 31155, b, 4, 0
208, 31138, b, 3, 0
208, 31138, b, 2, 0
208, 31123, b, 1, 0
208,31138,f,0,0
208,31106,f,1,0
208,31106,f,2,0
208,31123,f,3,0
208,31138,f,4,0
208,31123,f,5,0
208,31123,f,6,0
208,31106,f,7,0
208,31155,f,8,0
208,31155,f,9,0
208,31155,f,10,0
208,31155,f,11,1
208,31123,f,12,1
208,31123,f,13,1
208,31138,f,14,1
208,31123,f,15,1
208,31138,f,16,1
208,31106,f,17,1
208,31155,f,18,1
208,31138,f,19,1
208, 31106, b, 20, 1
208, 31106, b, 19, 1
208, 31123, b, 18, 1
208, 31090, b, 17, 1
208, 31123, b, 16, 1
208, 31138, b, 15, 1
208, 31138, b, 14, 1
208, 31106, b, 13, 1
208, 31188, b, 12, 1
208, 31123, b, 11, 1
208, 31138, b, 10, 0
208, 31123, b, 9, 0
208, 31205, b, 8, 0
208, 31123, b, 7, 0
208, 31138, b, 6, 0
208, 31090, b, 5, 0
208, 31123, b, 4, 0
208, 31123, b, 3, 0
208, 31106, b, 2, 0
208, 31123, b, 1, 0
208,31138,f,0,0
208,31172,f,1,0
208,31172,f,2,0
208,31172,f,3,0
208,31155,f,4,0
208,31155,f,5,0
208,31155,f,6,0
208,31155,f,7,0
208,31205,f,8,0
208,31138,f,9,0
208,31155,f,10,0
208,31155,f,11,1
208,31155,f,12,1
208,31155,f,13,1
208,31155,f,14,1
208,31155,f,15,1
208,31155,f,16,1
208,31188,f,17,1
208,31188,f,18,1
208,31187,f,19,1
208, 31188, b, 20, 1
208, 31172, b, 19, 1
208, 31172, b, 18, 1
208, 31155, b, 17, 1
208, 31155, b, 16, 1
208, 31172, b, 15, 1
208, 31188, b, 14, 1
208, 31172, b, 13, 1
208, 31155, b, 12, 1
208, 31155, b, 11, 1
208, 31155, b, 10, 0
208, 31123, b, 9, 0
208, 31138, b, 8, 0
208, 31106, b, 7, 0
208, 31138, b, 6, 0
208, 31123, b, 5, 0
208, 31155, b, 4, 0
208, 31138, b, 3, 0
208, 31138, b, 2, 0
208, 31138, b, 1, 0
208,31205,f,0,0
208,31155,f,1,0
208,31172,f,2,0
208,31155,f,3,0
208,31138,f,4,0
208,31154,f,5,0
208,31123,f,6,0
208,31155,f,7,0
208,31138,f,8,0
208,31106,f,9,0
208,31155,f,10,0
208,31155,f,11,1
208,31172,f,12,1
208,31155,f,13,1
208,65535,f,14,1
208,31205,f,15,1
208,31172,f,16,1
208,31155,f,17,1
208,31205,f,18,1
208,31187,f,19,1
208, 31155, b, 20, 1
208, 31188, b, 19, 1
208, 31172, b, 18, 1
208, 31121, b, 17, 1
208, 31123, b, 16, 1
208, 31154, b, 15, 1
208, 31172, b, 14, 1
208, 31155, b, 13, 1
208, 31155, b, 12, 1
208, 31154, b, 11, 1
208, 31172, b, 10, 0
208, 31138, b, 9, 0
208, 31123, b, 8, 0
208, 31090, b, 7, 0
208, 31138, b, 6, 0
208, 31090, b, 5, 0
208, 31138, b, 4, 0
208, 31155, b, 3, 0
208, 31155, b, 2, 0
208, 31155, b, 1, 0
209,31138,f,0,0
209,32155,f,1,0
209,32109,f,2,0
209,32040,f,3,0
209,32009,f,4,0
209,31991,f,5,0
209,32009,f,6,0
209,31877,f,7,0
209,31893,f,8,0
209,31961,f,9,0
209,31829,f,10,0
209,31566,f,11,1
209,31500,f,12,1
209,31451,f,13,1
209,31664,f,14,1
209,31451,f,15,1
209,31384,f,16,1
209,31467,f,17,1
209,31467,f,18,1
209,31483,f,19,1
209, 31400, b, 20, 1
209, 31369, b, 19, 1
209, 31436, b, 18, 1
209, 31303, b, 17, 1
209, 31369, b, 16, 1
209, 31352, b, 15, 1
209, 31617, b, 14, 1
209, 31434, b, 13, 1
209, 31418, b, 12, 1
209, 31418, b, 11, 1
209, 31352, b, 10, 0
209, 31467, b, 9, 0
209, 31403, b, 8, 0
209, 31352, b, 7, 0
209, 31352, b, 6, 0
209, 31386, b, 5, 0
209, 31286, b, 4, 0
209, 31370, b, 3, 0
209, 31400, b, 2, 0
209, 31386, b, 1, 0
209,31335,f,0,0
209,31336,f,1,0
209,31369,f,2,0
209,31335,f,3,0
209,31352,f,4,0
209,31319,f,5,0
209,31959,f,6,0
209,31548,f,7,0
209,31548,f,8,0
209,31681,f,9,0
209,31631,f,10,0
209,31386,f,11,1
209,31353,f,12,1
209,31302,f,13,1
209,31400,f,14,1
209,31384,f,15,1
209,31319,f,16,1
209,31302,f,17,1
209,31369,f,18,1
209,31335,f,19,1
209, 31418, b, 20, 1
209, 31287, b, 19, 1
209, 31335, b, 18, 1
209, 31384, b, 17, 1
209, 31352, b, 16, 1
209, 31352, b, 15, 1
209, 31335, b, 14, 1
209, 31302, b, 13, 1
209, 31369, b, 12, 1
209, 65535, b, 11, 1
209, 31286, b, 10, 0
209, 31286, b, 9, 0
209, 31303, b, 8, 0
209, 31286, b, 7, 0
209, 31286, b, 6, 0
209, 31335, b, 5, 0
209, 31319, b, 4, 0
209, 31353, b, 3, 0
209, 31302, b, 2, 0
209, 31286, b, 1, 0
209,31286,f,0,0
209,31384,f,1,0
209,31384,f,2,0
209,31400,f,3,0
209,31384,f,4,0
209,31500,f,5,0
209,31483,f,6,0
209,31369,f,7,0
209,31352,f,8,0
209,31302,f,9,0
209,31302,f,10,0
209,31319,f,11,1
209,31434,f,12,1
209,31418,f,13,1
209,31500,f,14,1
209,31400,f,15,1
209,31369,f,16,1
209,31400,f,17,1
209,31483,f,18,1
209,31516,f,19,1
209, 31400, b, 20, 1
209, 31384, b, 19, 1
209, 31384, b, 18, 1
209, 31369, b, 17, 1
209, 31335, b, 16, 1
209, 31335, b, 15, 1
209, 31335, b, 14, 1
209, 31335, b, 13, 1
209, 31400, b, 12, 1
209, 31384, b, 11, 1
209, 31384, b, 10, 0
209, 31319, b, 9, 0
209, 31319, b, 8, 0
209, 31319, b, 7, 0
209, 31384, b, 6, 0
209, 31319, b, 5, 0
209, 31400, b, 4, 0
209, 31400, b, 3, 0
209, 31319, b, 2, 0
209, 31287, b, 1, 0
209,31335,f,0,0
209,31369,f,1,0
209,31335,f,2,0
209,55340,f,3,0
209,31564,f,4,0
209,31614,f,5,0
209,31516,f,6,0
209,31516,f,7,0
209,31829,f,8,0
209,31666,f,9,0
209,31728,f,10,0
209,31400,f,11,1
209,31352,f,12,1
209,31335,f,13,1
209,31352,f,14,1
209,31400,f,15,1
209,31400,f,16,1
209,31302,f,17,1
209,31335,f,18,1
209,31319,f,19,1
209, 31352, b, 20, 1
209, 31352, b, 19, 1
209, 31352, b, 18, 1
209, 31335, b, 17, 1
209, 31418, b, 16, 1
209, 31369, b, 15, 1
209, 31434, b, 14, 1
209, 31532, b, 13, 1
209, 31516, b, 12, 1
209, 31500, b, 11, 1
209, 31483, b, 10, 0
209, 31434, b, 9, 0
209, 31532, b, 8, 0
209, 31500, b, 7, 0
209, 31500, b, 6, 0
209, 31434, b, 5, 0
209, 31418, b, 4, 0
209, 31451, b, 3, 0
209, 31400, b, 2, 0
209, 31369, b, 1, 0
209,31369,f,0,0
209,31352,f,1,0
209,31369,f,2,0
209,31319,f,3,0
209,31286,f,4,0
209,31270,f,5,0
209,32220,f,6,0
209,31532,f,7,0
209,31532,f,8,0
209,31516,f,9,0
209,31532,f,10,0
209,31302,f,11,1
209,31286,f,12,1
209,31270,f,13,1
209,31302,f,14,1
209,31384,f,15,1
209,31286,f,16,1
209,31253,f,17,1
209,31237,f,18,1
209,31270,f,19,1
209, 31302, b, 20, 1
209, 31286, b, 19, 1
209, 31270, b, 18, 1
209, 31286, b, 17, 1
209, 31286, b, 16, 1
209, 31253, b, 15, 1
209, 31286, b, 14, 1
209, 31270, b, 13, 1
209, 31270, b, 12, 1
209, 31253, b, 11, 1
209, 31237, b, 10, 0
209, 31253, b, 9, 0
209, 31253, b, 8, 0
209, 34711, b, 7, 0
209, 31728, b, 6, 0
209, 31500, b, 5, 0
209, 31467, b, 4, 0
209, 31500, b, 3, 0
209, 31418, b, 2, 0
209, 31237, b, 1, 0
210,31253,f,0,0
210,33253,f,1,0
210,33113,f,2,0
210,32854,f,3,0
210,32700,f,4,0
210,32598,f,5,0
210,32803,f,6,0
210,32786,f,7,0
210,32482,f,8,0
210,32368,f,9,0
210,32384,f,10,0
210,31728,f,11,1
210,31761,f,12,1
210,31745,f,13,1
210,31681,f,14,1
210,31712,f,15,1
210,31877,f,16,1
210,31761,f,17,1
210,31761,f,18,1
210,31910,f,19,1
210, 31829, b, 20, 1
210, 31712, b, 19, 1
210, 31812, b, 18, 1
210, 31631, b, 17, 1
210, 31631, b, 16, 1
210, 31745, b, 15, 1
210, 31745, b, 14, 1
210, 31712, b, 13, 1
210, 31681, b, 12, 1
210, 31614, b, 11, 1
210, 31581, b, 10, 0
210, 31728, b, 9, 0
210, 32286, b, 8, 0
210, 32188, b, 7, 0
210, 32057, b, 6, 0
210, 32188, b, 5, 0
210, 32040, b, 4, 0
210, 32220, b, 3, 0
210, 32155, b, 2, 0
210, 31942, b, 1, 0
210,31893,f,0,0
210,32318,f,1,0
210,32400,f,2,0
210,32253,f,3,0
210,31975,f,4,0
210,31942,f,5,0
210,32155,f,6,0
210,31877,f,7,0
210,31893,f,8,0
210,31845,f,9,0
210,31975,f,10,0
210,31761,f,11,1
210,31664,f,12,1
210,31581,f,13,1
210,31564,f,14,1
210,31532,f,15,1
210,31614,f,16,1
210,31532,f,17,1
210,31548,f,18,1
210,31516,f,19,1
210, 31681, b, 20, 1
210, 48851, b, 19, 1
210, 31614, b, 18, 1
210, 31712, b, 17, 1
210, 31598, b, 16, 1
210, 31681, b, 15, 1
210, 31664, b, 14, 1
210, 31548, b, 13, 1
210, 65535, b, 12, 1
210, 31664, b, 11, 1
210, 31532, b, 10, 0
210, 31598, b, 9, 0
210, 31516, b, 8, 0
210, 31532, b, 7, 0
210, 31500, b, 6, 0
210, 31697, b, 5, 0
210, 31664, b, 4, 0
210, 31681, b, 3, 0
210, 31745, b, 2, 0
210, 31697, b, 1, 0
210,31631,f,0,0
210,32204,f,1,0
210,32335,f,2,0
210,32302,f,3,0
210,32073,f,4,0
210,32025,f,5,0
210,31991,f,6,0
210,32188,f,7,0
210,31959,f,8,0
210,31877,f,9,0
210,32139,f,10,0
210,31516,f,11,1
210,31697,f,12,1
210,31548,f,13,1
210,31532,f,14,1
210,31614,f,15,1
210,31500,f,16,1
210,31564,f,17,1
210,31500,f,18,1
210,31467,f,19,1
210, 31532, b, 20, 1
210, 31548, b, 19, 1
210, 49390, b, 18, 1
210, 31516, b, 17, 1
210, 31697, b, 16, 1
210, 31648, b, 15, 1
210, 31614, b, 14, 1
210, 31532, b, 13, 1
210, 31564, b, 12, 1
210, 31500, b, 11, 1
210, 31564, b, 10, 0
210, 32253, b, 9, 0
210, 31959, b, 8, 0
210, 31664, b, 7, 0
210, 32384, b, 6, 0
210, 32237, b, 5, 0
210, 32237, b, 4, 0
210, 32188, b, 3, 0
210, 32040, b, 2, 0
210, 32089, b, 1, 0
210,31648,f,0,0
210,31532,f,1,0
210,31516,f,2,0
210,31581,f,3,0
210,31516,f,4,0
210,31483,f,5,0
210,31483,f,6,0
210,31434,f,7,0
210,31451,f,8,0
210,31418,f,9,0
210,31532,f,10,0
210,31516,f,11,1
210,31483,f,12,1
210,31451,f,13,1
210,31451,f,14,1
210,31434,f,15,1
210,31467,f,16,1
210,31598,f,17,1
210,31564,f,18,1
210,31598,f,19,1
210, 65535, b, 20, 1
210, 31451, b, 19, 1
210, 31418, b, 18, 1
210, 31400, b, 17, 1
210, 31434, b, 16, 1
210, 31418, b, 15, 1
210, 31434, b, 14, 1
210, 31418, b, 13, 1
210, 31548, b, 12, 1
210, 31434, b, 11, 1
210, 31451, b, 10, 0
210, 32547, b, 9, 0
210, 32269, b, 8, 0
210, 32368, b, 7, 0
210, 32335, b, 6, 0
210, 31761, b, 5, 0
210, 31745, b, 4, 0
210, 31761, b, 3, 0
210, 31778, b, 2, 0
210, 31829, b, 1, 0
210,31795,f,0,0
210,31761,f,1,0
210,32302,f,2,0
210,32318,f,3,0
210,32106,f,4,0
210,31991,f,5,0
210,31910,f,6,0
210,31861,f,7,0
210,31845,f,8,0
210,31795,f,9,0
210,32106,f,10,0
210,31631,f,11,1
210,31532,f,12,1
210,31434,f,13,1
210,31434,f,14,1
210,31681,f,15,1
210,31795,f,16,1
210,31581,f,17,1
210,31598,f,18,1
210,31451,f,19,1
210, 31434, b, 20, 1
210, 31384, b, 19, 1
210, 31400, b, 18, 1
210, 31564, b, 17, 1
210, 31483, b, 16, 1
210, 31532, b, 15, 1
210, 31451, b, 14, 1
210, 31369, b, 13, 1
210, 31384, b, 12, 1
210, 31418, b, 11, 1
210, 31400, b, 10, 0
210, 31384, b, 9, 0
210, 31400, b, 8, 0
210, 31384, b, 7, 0
210, 32253, b, 6, 0
210, 33166, b, 5, 0
210, 31778, b, 4, 0
210, 31728, b, 3, 0
210, 31845, b, 2, 0
210, 31598, b, 1, 0
211,31745,f,0,0
211,34131,f,1,0
211,33804,f,2,0
211,33411,f,3,0
211,33411,f,4,0
211,33305,f,5,0
211,33358,f,6,0
211,33236,f,7,0
211,33182,f,8,0
211,33148,f,9,0
211,33131,f,10,0
211,32734,f,11,1
211,32581,f,12,1
211,32700,f,13,1
211,34113,f,14,1
211,32769,f,15,1
211,32384,f,16,1
211,32122,f,17,1
211,32057,f,18,1
211,32040,f,19,1
211, 31975, b, 20, 1
211, 32269, b, 19, 1
211, 32530, b, 18, 1
211, 32350, b, 17, 1
211, 32530, b, 16, 1
211, 32700, b, 15, 1
211, 32384, b, 14, 1
211, 32122, b, 13, 1
211, 34920, b, 12, 1
211, 32650, b, 11, 1
211, 32530, b, 10, 0
211, 65535, b, 9, 0
211, 32650, b, 8, 0
211, 32368, b, 7, 0
211, 32650, b, 6, 0
211, 32564, b, 5, 0
211, 32433, b, 4, 0
211, 55888, b, 3, 0
211, 33358, b, 2, 0
211, 33642, b, 1, 0
211,33840,f,0,0
211,33696,f,1,0
211,33894,f,2,0
211,33341,f,3,0
211,33966,f,4,0
211,33358,f,5,0
211,33271,f,6,0
211,33804,f,7,0
211,33660,f,8,0
211,33552,f,9,0
211,33411,f,10,0
211,32384,f,11,1
211,32204,f,12,1
211,32400,f,13,1
211,32318,f,14,1
211,32700,f,15,1
211,32220,f,16,1
211,31991,f,17,1
211,31959,f,18,1
211,31975,f,19,1
211, 32318, b, 20, 1
211, 32318, b, 19, 1
211, 32335, b, 18, 1
211, 34022, b, 17, 1
211, 31991, b, 16, 1
211, 31959, b, 15, 1
211, 32073, b, 14, 1
211, 31861, b, 13, 1
211, 32106, b, 12, 1
211, 31910, b, 11, 1
211, 32057, b, 10, 0
211, 31910, b, 9, 0
211, 31877, b, 8, 0
211, 32335, b, 7, 0
211, 31861, b, 6, 0
211, 31910, b, 5, 0
211, 32139, b, 4, 0
211, 32350, b, 3, 0
211, 32220, b, 2, 0
211, 32188, b, 1, 0
211,32220,f,0,0
211,33305,f,1,0
211,33113,f,2,0
211,33096,f,3,0
211,32717,f,4,0
211,32786,f,5,0
211,32940,f,6,0
211,32632,f,7,0
211,33482,f,8,0
211,33588,f,9,0
211,32993,f,10,0
211,32237,f,11,1
211,32089,f,12,1
211,32089,f,13,1
211,32269,f,14,1
211,32253,f,15,1
211,32368,f,16,1
211,32089,f,17,1
211,31959,f,18,1
211,32139,f,19,1
211, 32106, b, 20, 1
211, 31975, b, 19, 1
211, 32089, b, 18, 1
211, 31845, b, 17, 1
211, 31812, b, 16, 1
211, 31893, b, 15, 1
211, 32237, b, 14, 1
211, 31975, b, 13, 1
211, 31910, b, 12, 1
211, 31926, b, 11, 1
211, 31845, b, 10, 0
211, 31829, b, 9, 0
211, 31893, b, 8, 0
211, 31877, b, 7, 0
211, 31829, b, 6, 0
211, 52289, b, 5, 0
211, 31861, b, 4, 0
211, 31893, b, 3, 0
211, 31877, b, 2, 0
211, 31861, b, 1, 0
211,31697,f,0,0
211,31664,f,1,0
211,31910,f,2,0
211,65535,f,3,0
211,32700,f,4,0
211,32888,f,5,0
211,32838,f,6,0
211,32751,f,7,0
211,33113,f,8,0
211,32598,f,9,0
211,32335,f,10,0
211,31697,f,11,1
211,31681,f,12,1
211,31631,f,13,1
211,31648,f,14,1
211,31631,f,15,1
211,31664,f,16,1
211,31728,f,17,1
211,31712,f,18,1
211,31942,f,19,1
211, 31664, b, 20, 1
211, 31645, b, 19, 1
211, 31761, b, 18, 1
211, 31664, b, 17, 1
211, 31728, b, 16, 1
211, 31681, b, 15, 1
211, 31728, b, 14, 1
211, 31712, b, 13, 1
211, 31910, b, 12, 1
211, 31926, b, 11, 1
211, 31975, b, 10, 0
211, 37646, b, 9, 0
211, 31712, b, 8, 0
211, 31697, b, 7, 0
211, 31681, b, 6, 0
211, 31877, b, 5, 0
211, 31745, b, 4, 0
211, 31712, b, 3, 0
211, 31861, b, 2, 0
211, 31829, b, 1, 0
211,31829,f,0,0
211,65535,f,1,0
211,32667,f,2,0
211,32564,f,3,0
211,32730,f,4,0
211,32417,f,5,0
211,32700,f,6,0
211,32514,f,7,0
211,32482,f,8,0
211,32466,f,9,0
211,32381,f,10,0
211,31776,f,11,1
211,31728,f,12,1
211,31845,f,13,1
211,31975,f,14,1
211,31697,f,15,1
211,31612,f,16,1
211,32040,f,17,1
211,32220,f,18,1
211,32057,f,19,1
211, 32073, b, 20, 1
211, 32302, b, 19, 1
211, 32025, b, 18, 1
211, 31795, b, 17, 1
211, 32122, b, 16, 1
211, 31795, b, 15, 1
211, 31829, b, 14, 1
211, 31812, b, 13, 1
211, 31681, b, 12, 1
211, 31631, b, 11, 1
211, 31614, b, 10, 0
211, 32171, b, 9, 0
211, 65535, b, 8, 0
211, 33096, b, 7, 0
211, 32838, b, 6, 0
211, 32482, b, 5, 0
211, 32333, b, 4, 0
211, 31711, b, 3, 0
211, 31695, b, 2, 0
211, 32188, b, 1, 0
212,31697,f,0,0
212,34648,f,1,0
212,35086,f,2,0
212,34421,f,3,0
212,34144,f,4,0
212,34181,f,5,0
212,33985,f,6,0
212,34366,f,7,0
212,34181,f,8,0
212,34786,f,9,0
212,34722,f,10,0
212,34722,f,11,1
212,33004,f,12,1
212,32834,f,13,1
212,32751,f,14,1
212,32679,f,15,1
212,32884,f,16,1
212,58539,f,17,1
212,32697,f,18,1
212,32782,f,19,1
212, 32734, b, 20, 1
212, 32615, b, 19, 1
212, 32530, b, 18, 1
212, 33057, b, 17, 1
212, 33057, b, 16, 1
212, 32697, b, 15, 1
212, 32683, b, 14, 1
212, 32662, b, 13, 1
212, 32751, b, 12, 1
212, 32697, b, 11, 1
212, 32611, b, 10, 0
212, 33924, b, 9, 0
212, 34162, b, 8, 0
212, 33906, b, 7, 0
212, 33745, b, 6, 0
212, 34570, b, 5, 0
212, 35400, b, 4, 0
212, 35124, b, 3, 0
212, 34648, b, 2, 0
212, 34347, b, 1, 0
212,34254,f,0,0
212,33745,f,1,0
212,33441,f,2,0
212,34235,f,3,0
212,33654,f,4,0
212,33583,f,5,0
212,33799,f,6,0
212,33834,f,7,0
212,33745,f,8,0
212,33601,f,9,0
212,33552,f,10,0
212,32381,f,11,1
212,32581,f,12,1
212,32547,f,13,1
212,32333,f,14,1
212,32430,f,15,1
212,32413,f,16,1
212,32316,f,17,1
212,32266,f,18,1
212,32217,f,19,1
212, 32185, b, 20, 1
212, 32136, b, 19, 1
212, 65535, b, 18, 1
212, 32316, b, 17, 1
212, 32446, b, 16, 1
212, 65535, b, 15, 1
212, 32544, b, 14, 1
212, 32478, b, 13, 1
212, 65535, b, 12, 1
212, 32697, b, 11, 1
212, 32527, b, 10, 0
212, 65535, b, 9, 0
212, 34125, b, 8, 0
212, 34089, b, 7, 0
212, 32679, b, 6, 0
212, 32185, b, 5, 0
212, 32544, b, 4, 0
212, 32202, b, 3, 0
212, 32348, b, 2, 0
212, 32282, b, 1, 0
212,34089,f,0,0
212,34235,f,1,0
212,34439,f,2,0
212,34347,f,3,0
212,34218,f,4,0
212,34015,f,5,0
212,33424,f,6,0
212,34034,f,7,0
212,33745,f,8,0
212,34040,f,9,0
212,34439,f,10,0
212,34496,f,11,1
212,32650,f,12,1
212,32494,f,13,1
212,32333,f,14,1
212,32169,f,15,1
212,32511,f,16,1
212,32202,f,17,1
212,32494,f,18,1
212,32645,f,19,1
212, 32746, b, 20, 1
212, 32697, b, 19, 1
212, 32679, b, 18, 1
212, 32413, b, 17, 1
212, 32598, b, 16, 1
212, 32381, b, 15, 1
212, 32266, b, 14, 1
212, 32185, b, 13, 1
212, 32446, b, 12, 1
212, 32494, b, 11, 1
212, 65535, b, 10, 0
212, 33530, b, 9, 0
212, 34366, b, 8, 0
212, 34402, b, 7, 0
212, 33978, b, 6, 0
212, 33109, b, 5, 0
212, 33092, b, 4, 0
212, 32988, b, 3, 0
212, 32971, b, 2, 0
212, 32954, b, 1, 0
212,33690,f,0,0
212,33459,f,1,0
212,32851,f,2,0
212,32919,f,3,0
212,33708,f,4,0
212,33004,f,5,0
212,32954,f,6,0
212,33022,f,7,0
212,33636,f,8,0
212,34015,f,9,0
212,33960,f,10,0
212,33512,f,11,1
212,32333,f,12,1
212,32266,f,13,1
212,32136,f,14,1
212,32038,f,15,1
212,32120,f,16,1
212,32054,f,17,1
212,31989,f,18,1
212,31989,f,19,1
212, 32005, b, 20, 1
