valve,flow,direction,step,touch
212, 32333, b, 19, 1
212, 32494, b, 18, 1
212, 32005, b, 17, 1
212, 31972, b, 16, 1
212, 31957, b, 15, 1
212, 32384, b, 14, 1
212, 32005, b, 13, 1
212, 32038, b, 12, 1
212, 32005, b, 11, 1
212, 32169, b, 10, 0
212, 32463, b, 9, 0
212, 32169, b, 8, 0
212, 32022, b, 7, 0
212, 32494, b, 6, 0
212, 31924, b, 5, 0
212, 31941, b, 4, 0
212, 32364, b, 3, 0
212, 32527, b, 2, 0
212, 36297, b, 1, 0
212,33960,f,0,0
212,33092,f,1,0
212,32954,f,2,0
212,33583,f,3,0
212,32971,f,4,0
212,32799,f,5,0
212,32746,f,6,0
212,32697,f,7,0
212,32662,f,8,0
212,32730,f,9,0
212,33109,f,10,0
212,32038,f,11,1
212,32185,f,12,1
212,32022,f,13,1
212,31957,f,14,1
212,31972,f,15,1
212,32348,f,16,1
212,32266,f,17,1
212,32333,f,18,1
212,32120,f,19,1
212, 31989, b, 20, 1
212, 32250, b, 19, 1
212, 32316, b, 18, 1
212, 32087, b, 17, 1
212, 65535, b, 16, 1
212, 32185, b, 15, 1
212, 32299, b, 14, 1
212, 32381, b, 13, 1
212, 32316, b, 12, 1
212, 32628, b, 11, 1
212, 31989, b, 10, 0
212, 31957, b, 9, 0
212, 32765, b, 8, 0
212, 32645, b, 7, 0
212, 32662, b, 6, 0
212, 33763, b, 5, 0
212, 32954, b, 4, 0
212, 33265, b, 3, 0
212, 33530, b, 2, 0
212, 34666, b, 1, 0
