valve,flow,direction,step,touch,epoch,time
198,,f,0,0,5,00:02:56:03
198,31023,f,1,0,5,00:02:57:03
198,31040,f,2,0,5,00:02:57:03
198,31040,f,3,0,5,00:02:57:03
198,31023,f,4,0,5,00:02:57:03
198,31007,f,5,0,5,00:02:57:03
198,31007,f,6,0,5,00:02:58:03
198,31023,f,7,0,5,00:02:58:03
198,31007,f,8,0,5,00:02:58:03
198,31007,f,9,0,5,00:02:58:03
198,31023,f,10,1,5,00:02:58:03
198,31023,f,11,1,5,00:02:59:03
198,31040,f,12,1,5,00:02:59:03
198,31023,f,13,1,5,00:02:59:03
198,31040,f,14,1,5,00:02:59:03
198,31040,f,15,1,5,00:02:59:03
198,31057,f,16,1,5,00:03:00:03
198,31057,f,17,1,5,00:03:00:03
198,31057,f,18,1,5,00:03:00:03
198,31040,f,19,1,5,00:03:00:03
198, 31040, b, 20, 1, 5, 00:03:00:03
198, 31057, b, 21, 1, 5, 00:03:01:03
198, 31040, b, 22, 1, 5, 00:03:01:03
198, 31040, b, 23, 1, 5, 00:03:01:03
198, 31040, b, 24, 1, 5, 00:03:01:03
198, 31057, b, 25, 1, 5, 00:03:01:03
198, 31057, b, 26, 1, 5, 00:03:02:03
198, 31040, b, 27, 1, 5, 00:03:02:03
198, 31057, b, 28, 1, 5, 00:03:02:03
198, 31057, b, 29, 1, 5, 00:03:02:03
198, 31040, b, 30, 1, 5, 00:03:02:03
198, 31040, b, 31, 0, 5, 00:03:03:03
198, 31040, b, 32, 0, 5, 00:03:03:03
198, 31040, b, 33, 0, 5, 00:03:03:03
198, 31023, b, 34, 0, 5, 00:03:03:03
198, 31007, b, 35, 0, 5, 00:03:03:03
198, 31007, b, 36, 0, 5, 00:03:04:03
198, 31023, b, 37, 0, 5, 00:03:04:03
198, 31040, b, 38, 0, 5, 00:03:04:03
198, 31023, b, 39, 0, 5, 00:03:04:03
198,31057,f,0,0,4,00:03:04:03
198,31040,f,1,0,4,00:03:05:03
198,31057,f,2,0,4,00:03:05:03
198,31057,f,3,0,4,00:03:05:03
198,31057,f,4,0,4,00:03:05:03
198,31040,f,5,0,4,00:03:05:03
198,31040,f,6,0,4,00:03:06:03
198,31057,f,7,0,4,00:03:06:03
198,31057,f,8,0,4,00:03:06:03
198,31023,f,9,0,4,00:03:06:03
198,31057,f,10,1,4,00:03:06:03
198,31040,f,11,1,4,00:03:07:03
198,31040,f,12,1,4,00:03:07:03
198,31057,f,13,1,4,00:03:07:03
198,31040,f,14,1,4,00:03:07:03
198,31040,f,15,1,4,00:03:07:03
198,31040,f,16,1,4,00:03:08:03
198,31023,f,17,1,4,00:03:08:03
198,31023,f,18,1,4,00:03:08:03
198,31023,f,19,1,4,00:03:08:03
198, 31023, b, 20, 1, 4, 00:03:08:03
198, 31023, b, 21, 1, 4, 00:03:09:03
198, 31023, b, 22, 1, 4, 00:03:09:03
198, 31007, b, 23, 1, 4, 00:03:09:03
198, 31040, b, 24, 1, 4, 00:03:09:03
198, 31040, b, 25, 1, 4, 00:03:09:03
198, 31057, b, 26, 1, 4, 00:03:10:03
198, 31040, b, 27, 1, 4, 00:03:10:03
198, 31057, b, 28, 1, 4, 00:03:10:03
198, 31057, b, 29, 1, 4, 00:03:10:03
198, 31040, b, 30, 1, 4, 00:03:10:03
198, 31040, b, 31, 0, 4, 00:03:11:03
198, 31057, b, 32, 0, 4, 00:03:11:03
198, 31040, b, 33, 0, 4, 00:03:11:03
198, 31057, b, 34, 0, 4, 00:03:11:03
198, 31023, b, 35, 0, 4, 00:03:11:03
198, 31040, b, 36, 0, 4, 00:03:12:03
198, 31040, b, 37, 0, 4, 00:03:12:03
198, 31040, b, 38, 0, 4, 00:03:12:03
198, 31040, b, 39, 0, 4, 00:03:12:03
198,31057,f,0,0,3,00:03:12:03
198,31040,f,1,0,3,00:03:13:03
198,31040,f,2,0,3,00:03:13:03
198,31040,f,3,0,3,00:03:13:03
198,31023,f,4,0,3,00:03:13:03
198,31023,f,5,0,3,00:03:13:03
198,31023,f,6,0,3,00:03:14:03
198,31023,f,7,0,3,00:03:14:03
198,31007,f,8,0,3,00:03:14:03
198,31007,f,9,0,3,00:03:14:03
198,31040,f,10,1,3,00:03:14:03
198,31040,f,11,1,3,00:03:15:03
198,31040,f,12,1,3,00:03:15:03
198,31057,f,13,1,3,00:03:15:03
198,31057,f,14,1,3,00:03:15:03
198,31057,f,15,1,3,00:03:15:03
198,31040,f,16,1,3,00:03:16:03
198,31040,f,17,1,3,00:03:16:03
198,31040,f,18,1,3,00:03:16:03
198,31040,f,19,1,3,00:03:16:03
198, 31057, b, 20, 1, 3, 00:03:16:03
198, 31040, b, 21, 1, 3, 00:03:17:03
198, 31057, b, 22, 1, 3, 00:03:17:03
198, 31040, b, 23, 1, 3, 00:03:17:03
198, 31057, b, 24, 1, 3, 00:03:17:03
198, 31057, b, 25, 1, 3, 00:03:17:03
198, 31057, b, 26, 1, 3, 00:03:18:03
198, 31040, b, 27, 1, 3, 00:03:18:03
198, 31040, b, 28, 1, 3, 00:03:18:03
198, 31040, b, 29, 1, 3, 00:03:18:03
198, 31023, b, 30, 1, 3, 00:03:18:03
198, 31023, b, 31, 0, 3, 00:03:19:03
198, 31040, b, 32, 0, 3, 00:03:19:03
198, 31023, b, 33, 0, 3, 00:03:19:03
198, 31023, b, 34, 0, 3, 00:03:19:03
198, 31007, b, 35, 0, 3, 00:03:19:03
198, 31040, b, 36, 0, 3, 00:03:20:03
198, 31040, b, 37, 0, 3, 00:03:20:03
198, 31057, b, 38, 0, 3, 00:03:20:03
198, 31023, b, 39, 0, 3, 00:03:20:03
198,31057,f,0,0,2,00:03:20:03
198,31023,f,1,0,2,00:03:21:03
198,31040,f,2,0,2,00:03:21:03
198,31057,f,3,0,2,00:03:21:03
198,31040,f,4,0,2,00:03:21:03
198,31040,f,5,0,2,00:03:21:03
198,31040,f,6,0,2,00:03:22:03
198,31040,f,7,0,2,00:03:22:03
198,31040,f,8,0,2,00:03:22:03
198,31023,f,9,0,2,00:03:22:03
198,31040,f,10,1,2,00:03:22:03
198,31040,f,11,1,2,00:03:23:03
198,31040,f,12,1,2,00:03:23:03
198,31040,f,13,1,2,00:03:23:03
198,31057,f,14,1,2,00:03:23:03
198,31040,f,15,1,2,00:03:23:03
198,31040,f,16,1,2,00:03:24:03
198,31040,f,17,1,2,00:03:24:03
198,31040,f,18,1,2,00:03:24:03
198,31023,f,19,1,2,00:03:24:03
198, 31007, b, 20, 1, 2, 00:03:24:03
198, 31023, b, 21, 1, 2, 00:03:25:03
198, 31007, b, 22, 1, 2, 00:03:25:03
198, 31007, b, 23, 1, 2, 00:03:25:03
198, 31040, b, 24, 1, 2, 00:03:25:03
198, 31040, b, 25, 1, 2, 00:03:25:03
198, 31057, b, 26, 1, 2, 00:03:26:03
198, 31040, b, 27, 1, 2, 00:03:26:03
198, 31040, b, 28, 1, 2, 00:03:26:03
198, 31057, b, 29, 1, 2, 00:03:26:03
198, 31057, b, 30, 1, 2, 00:03:26:03
198, 31040, b, 31, 0, 2, 00:03:27:03
198, 31057, b, 32, 0, 2, 00:03:27:03
198, 31057, b, 33, 0, 2, 00:03:27:03
198, 31040, b, 34, 0, 2, 00:03:27:03
198, 31040, b, 35, 0, 2, 00:03:27:03
198, 31057, b, 36, 0, 2, 00:03:28:03
198, 31040, b, 37, 0, 2, 00:03:28:03
198, 31057, b, 38, 0, 2, 00:03:28:03
198, 31040, b, 39, 0, 2, 00:03:28:03
198,31057,f,0,0,1,00:03:28:03
198,31040,f,1,0,1,00:03:29:03
198,31057,f,2,0,1,00:03:29:03
198,31057,f,3,0,1,00:03:29:03
198,31057,f,4,0,1,00:03:29:03
198,31023,f,5,0,1,00:03:29:03
198,31040,f,6,0,1,00:03:30:03
198,31040,f,7,0,1,00:03:30:03
198,31040,f,8,0,1,00:03:30:03
198,31007,f,9,0,1,00:03:30:03
198,31023,f,10,1,1,00:03:30:03
198,31023,f,11,1,1,00:03:31:03
198,31023,f,12,1,1,00:03:31:03
198,31007,f,13,1,1,00:03:31:03
198,31023,f,14,1,1,00:03:31:03
198,31040,f,15,1,1,00:03:31:03
198,31040,f,16,1,1,00:03:32:03
198,31040,f,17,1,1,00:03:32:03
198,31057,f,18,1,1,00:03:32:03
198,31040,f,19,1,1,00:03:32:03
198, 31040, b, 20, 1, 1, 00:03:32:03
198, 31057, b, 21, 1, 1, 00:03:33:03
198, 31057, b, 22, 1, 1, 00:03:33:03
198, 31040, b, 23, 1, 1, 00:03:33:03
198, 31057, b, 24, 1, 1, 00:03:33:03
198, 31040, b, 25, 1, 1, 00:03:33:03
198, 31040, b, 26, 1, 1, 00:03:34:03
198, 31023, b, 27, 1, 1, 00:03:34:03
198, 31040, b, 28, 1, 1, 00:03:34:03
198, 31040, b, 29, 1, 1, 00:03:34:03
198, 31057, b, 30, 1, 1, 00:03:34:03
198, 31040, b, 31, 0, 1, 00:03:35:03
198, 31040, b, 32, 0, 1, 00:03:35:03
198, 31040, b, 33, 0, 1, 00:03:35:03
198, 31040, b, 34, 0, 1, 00:03:35:03
198, 31040, b, 35, 0, 1, 00:03:35:03
198, 31057, b, 36, 0, 1, 00:03:36:03
198, 31057, b, 37, 0, 1, 00:03:36:03
198, 31040, b, 38, 0, 1, 00:03:36:03
198, 31023, b, 39, 0, 1, 00:03:36:03
199,31040,f,0,0,5,00:03:47:03
199,31007,f,1,0,5,00:03:48:03
199,31040,f,2,0,5,00:03:48:03
199,31040,f,3,0,5,00:03:48:03
199,31040,f,4,0,5,00:03:48:03
199,31023,f,5,0,5,00:03:48:03
199,31040,f,6,0,5,00:03:49:03
199,31040,f,7,0,5,00:03:49:03
199,31040,f,8,0,5,00:03:49:03
199,31023,f,9,0,5,00:03:49:03
199,31023,f,10,1,5,00:03:49:03
199,31023,f,11,1,5,00:03:50:03
199,31023,f,12,1,5,00:03:50:03
199,31023,f,13,1,5,00:03:50:03
199,31023,f,14,1,5,00:03:50:03
199,31023,f,15,1,5,00:03:50:03
199,31023,f,16,1,5,00:03:51:03
199,31007,f,17,1,5,00:03:51:03
199,31023,f,18,1,5,00:03:51:03
199,31040,f,19,1,5,00:03:51:03
199, 31040, b, 20, 1, 5, 00:03:51:03
199, 31040, b, 21, 1, 5, 00:03:52:03
199, 31057, b, 22, 1, 5, 00:03:52:03
199, 31040, b, 23, 1, 5, 00:03:52:03
199, 31057, b, 24, 1, 5, 00:03:52:03
199, 31057, b, 25, 1, 5, 00:03:52:03
199, 31057, b, 26, 1, 5, 00:03:53:03
199, 31040, b, 27, 1, 5, 00:03:53:03
199, 31057, b, 28, 1, 5, 00:03:53:03
199, 31040, b, 29, 1, 5, 00:03:53:03
199, 31057, b, 30, 1, 5, 00:03:53:03
199, 31023, b, 31, 0, 5, 00:03:54:03
199, 31040, b, 32, 0, 5, 00:03:54:03
199, 31057, b, 33, 0, 5, 00:03:54:03
199, 31057, b, 34, 0, 5, 00:03:54:03
199, 31040, b, 35, 0, 5, 00:03:54:03
199, 31057, b, 36, 0, 5, 00:03:55:03
199, 31057, b, 37, 0, 5, 00:03:55:03
199, 31040, b, 38, 0, 5, 00:03:55:03
199, 31023, b, 39, 0, 5, 00:03:55:03
199,31023,f,0,0,4,00:03:55:03
199,31007,f,1,0,4,00:03:56:03
199,31023,f,2,0,4,00:03:56:03
199,31023,f,3,0,4,00:03:56:03
199,31023,f,4,0,4,00:03:56:03
199,31023,f,5,0,4,00:03:56:03
199,31023,f,6,0,4,00:03:57:03
199,31040,f,7,0,4,00:03:57:03
199,31040,f,8,0,4,00:03:57:03
199,31040,f,9,0,4,00:03:57:03
199,31040,f,10,1,4,00:03:57:03
199,31057,f,11,1,4,00:03:58:03
199,31040,f,12,1,4,00:03:58:03
199,31040,f,13,1,4,00:03:58:03
199,31057,f,14,1,4,00:03:58:03
199,31040,f,15,1,4,00:03:58:03
199,31040,f,16,1,4,00:03:59:03
199,31023,f,17,1,4,00:03:59:03
199,31040,f,18,1,4,00:03:59:03
199,31023,f,19,1,4,00:03:59:03
199, 31040, b, 20, 1, 4, 00:03:59:03
199, 31040, b, 21, 1, 4, 00:04:00:03
199, 31057, b, 22, 1, 4, 00:04:00:03
199, 31040, b, 23, 1, 4, 00:04:00:03
199, 31057, b, 24, 1, 4, 00:04:00:03
199, 31057, b, 25, 1, 4, 00:04:00:03
199, 31040, b, 26, 1, 4, 00:04:01:03
199, 31023, b, 27, 1, 4, 00:04:01:03
199, 31040, b, 28, 1, 4, 00:04:01:03
199, 31040, b, 29, 1, 4, 00:04:01:03
199, 31023, b, 30, 1, 4, 00:04:01:03
199, 31007, b, 31, 0, 4, 00:04:02:03
199, 31007, b, 32, 0, 4, 00:04:02:03
199, 31023, b, 33, 0, 4, 00:04:02:03
199, 31040, b, 34, 0, 4, 00:04:02:03
199, 31007, b, 35, 0, 4, 00:04:02:03
199, 31023, b, 36, 0, 4, 00:04:03:03
199, 31040, b, 37, 0, 4, 00:04:03:03
199, 31040, b, 38, 0, 4, 00:04:03:03
199, 31040, b, 39, 0, 4, 00:04:03:03
199,31040,f,0,0,3,00:04:04:03
199,31040,f,1,0,3,00:04:04:03
199,31040,f,2,0,3,00:04:04:03
199,31040,f,3,0,3,00:04:04:03
199,31057,f,4,0,3,00:04:04:03
199,31040,f,5,0,3,00:04:05:03
199,31057,f,6,0,3,00:04:05:03
199,31057,f,7,0,3,00:04:05:03
199,31057,f,8,0,3,00:04:05:03
199,31040,f,9,0,3,00:04:05:03
199,31040,f,10,1,3,00:04:06:03
199,31057,f,11,1,3,00:04:06:03
199,31040,f,12,1,3,00:04:06:03
199,31057,f,13,1,3,00:04:06:03
199,31057,f,14,1,3,00:04:06:03
199,31057,f,15,1,3,00:04:07:03
199,31040,f,16,1,3,00:04:07:03
199,31040,f,17,1,3,00:04:07:03
199,31023,f,18,1,3,00:04:07:03
199,31023,f,19,1,3,00:04:07:03
199, 31023, b, 20, 1, 3, 00:04:08:03
199, 31023, b, 21, 1, 3, 00:04:08:03
199, 31007, b, 22, 1, 3, 00:04:08:03
199, 31007, b, 23, 1, 3, 00:04:08:03
199, 31023, b, 24, 1, 3, 00:04:08:03
199, 31023, b, 25, 1, 3, 00:04:09:03
199, 31040, b, 26, 1, 3, 00:04:09:03
199, 31040, b, 27, 1, 3, 00:04:09:03
199, 31057, b, 28, 1, 3, 00:04:09:03
199, 31040, b, 29, 1, 3, 00:04:09:03
199, 31057, b, 30, 1, 3, 00:04:10:03
199, 31040, b, 31, 0, 3, 00:04:10:03
199, 31057, b, 32, 0, 3, 00:04:10:03
199, 31040, b, 33, 0, 3, 00:04:10:03
199, 31040, b, 34, 0, 3, 00:04:10:03
199, 31023, b, 35, 0, 3, 00:04:11:03
199, 31040, b, 36, 0, 3, 00:04:11:03
199, 31040, b, 37, 0, 3, 00:04:11:03
199, 31057, b, 38, 0, 3, 00:04:11:03
199, 31023, b, 39, 0, 3, 00:04:11:03
199,31057,f,0,0,2,00:04:12:03
199,31040,f,1,0,2,00:04:12:03
199,31057,f,2,0,2,00:04:12:03
199,31057,f,3,0,2,00:04:12:03
199,31040,f,4,0,2,00:04:12:03
199,31023,f,5,0,2,00:04:13:03
199,31023,f,6,0,2,00:04:13:03
199,31023,f,7,0,2,00:04:13:03
199,31023,f,8,0,2,00:04:13:03
199,31007,f,9,0,2,00:04:13:03
199,31040,f,10,1,2,00:04:14:03
199,31007,f,11,1,2,00:04:14:03
199,31023,f,12,1,2,00:04:14:03
199,31023,f,13,1,2,00:04:14:03
199,31040,f,14,1,2,00:04:14:03
199,31023,f,15,1,2,00:04:15:03
199,31040,f,16,1,2,00:04:15:03
199,31040,f,17,1,2,00:04:15:03
199,31057,f,18,1,2,00:04:15:03
199,31057,f,19,1,2,00:04:15:03
199, 31057, b, 20, 1, 2, 00:04:16:03
199, 31040, b, 21, 1, 2, 00:04:16:03
199, 31040, b, 22, 1, 2, 00:04:16:03
199, 31040, b, 23, 1, 2, 00:04:16:03
199, 31057, b, 24, 1, 2, 00:04:16:03
199, 31040, b, 25, 1, 2, 00:04:17:03
199, 31040, b, 26, 1, 2, 00:04:17:03
199, 31023, b, 27, 1, 2, 00:04:17:03
199, 31040, b, 28, 1, 2, 00:04:17:03
199, 31040, b, 29, 1, 2, 00:04:17:03
199, 31057, b, 30, 1, 2, 00:04:18:03
199, 31040, b, 31, 0, 2, 00:04:18:03
199, 31057, b, 32, 0, 2, 00:04:18:03
199, 31040, b, 33, 0, 2, 00:04:18:03
199, 31040, b, 34, 0, 2, 00:04:18:03
199, 31040, b, 35, 0, 2, 00:04:19:03
199, 31040, b, 36, 0, 2, 00:04:19:03
199, 31040, b, 37, 0, 2, 00:04:19:03
199, 31023, b, 38, 0, 2, 00:04:19:03
199, 31007, b, 39, 0, 2, 00:04:19:03
199,31023,f,0,0,1,00:04:20:03
199,31007,f,1,0,1,00:04:20:03
199,31040,f,2,0,1,00:04:20:03
199,31023,f,3,0,1,00:04:20:03
199,31023,f,4,0,1,00:04:20:03
199,31023,f,5,0,1,00:04:21:03
199,31040,f,6,0,1,00:04:21:03
199,31057,f,7,0,1,00:04:21:03
199,31057,f,8,0,1,00:04:21:03
199,31040,f,9,0,1,00:04:21:03
199,31074,f,10,1,1,00:04:22:03
199,31057,f,11,1,1,00:04:22:03
199,31057,f,12,1,1,00:04:22:03
199,31040,f,13,1,1,00:04:22:03
199,31057,f,14,1,1,00:04:22:03
199,31023,f,15,1,1,00:04:23:03
199,31040,f,16,1,1,00:04:23:03
199,31040,f,17,1,1,00:04:23:03
199,31057,f,18,1,1,00:04:23:03
199,31040,f,19,1,1,00:04:23:03
199, 31057, b, 20, 1, 1, 00:04:24:03
199, 31057, b, 21, 1, 1, 00:04:24:03
199, 31057, b, 22, 1, 1, 00:04:24:03
199, 31023, b, 23, 1, 1, 00:04:24:03
199, 31023, b, 24, 1, 1, 00:04:24:03
199, 31023, b, 25, 1, 1, 00:04:25:03
199, 31040, b, 26, 1, 1, 00:04:25:03
199, 31023, b, 27, 1, 1, 00:04:25:03
199, 31040, b, 28, 1, 1, 00:04:25:03
199, 31023, b, 29, 1, 1, 00:04:25:03
199, 31040, b, 30, 1, 1, 00:04:26:03
199, 31040, b, 31, 0, 1, 00:04:26:03
199, 31040, b, 32, 0, 1, 00:04:26:03
199, 31057, b, 33, 0, 1, 00:04:26:03
199, 31057, b, 34, 0, 1, 00:04:26:03
199, 31040, b, 35, 0, 1, 00:04:27:03
199, 31057, b, 36, 0, 1, 00:04:27:03
199, 31057, b, 37, 0, 1, 00:04:27:03
199, 31057, b, 38, 0, 1, 00:04:27:03
199, 31040, b, 39, 0, 1, 00:04:27:03
200,31040,f,0,0,5,00:04:39:03
200,31007,f,1,0,5,00:04:39:03
200,31040,f,2,0,5,00:04:39:03
200,31040,f,3,0,5,00:04:39:03
200,31040,f,4,0,5,00:04:39:03
200,31023,f,5,0,5,00:04:40:03
200,31057,f,6,0,5,00:04:40:03
200,31057,f,7,0,5,00:04:40:03
200,31057,f,8,0,5,00:04:40:03
200,31040,f,9,0,5,00:04:40:03
200,31040,f,10,1,5,00:04:41:03
200,31040,f,11,1,5,00:04:41:03
200,31040,f,12,1,5,00:04:41:03
200,31040,f,13,1,5,00:04:41:03
200,31023,f,14,1,5,00:04:41:03
200,31040,f,15,1,5,00:04:42:03
200,31057,f,16,1,5,00:04:42:03
200,31040,f,17,1,5,00:04:42:03
200,31057,f,18,1,5,00:04:42:03
200,31040,f,19,1,5,00:04:42:03
200, 31057, b, 20, 1, 5, 00:04:43:03
200, 31057, b, 21, 1, 5, 00:04:43:03
200, 31057, b, 22, 1, 5, 00:04:43:03
200, 31040, b, 23, 1, 5, 00:04:43:03
200, 31074, b, 24, 1, 5, 00:04:43:03
200, 31040, b, 25, 1, 5, 00:04:44:03
200, 31057, b, 26, 1, 5, 00:04:44:03
200, 31040, b, 27, 1, 5, 00:04:44:03
200, 31040, b, 28, 1, 5, 00:04:44:03
200, 31040, b, 29, 1, 5, 00:04:44:03
200, 31023, b, 30, 1, 5, 00:04:45:03
200, 31007, b, 31, 0, 5, 00:04:45:03
200, 31023, b, 32, 0, 5, 00:04:45:03
200, 31023, b, 33, 0, 5, 00:04:45:03
200, 31023, b, 34, 0, 5, 00:04:45:03
200, 31007, b, 35, 0, 5, 00:04:46:03
200, 31023, b, 36, 0, 5, 00:04:46:03
200, 31023, b, 37, 0, 5, 00:04:46:03
200, 31023, b, 38, 0, 5, 00:04:46:03
200, 31023, b, 39, 0, 5, 00:04:46:03
200,31040,f,0,0,4,00:04:47:03
200,31040,f,1,0,4,00:04:47:03
200,31057,f,2,0,4,00:04:47:03
200,31040,f,3,0,4,00:04:47:03
200,31057,f,4,0,4,00:04:47:03
200,31023,f,5,0,4,00:04:48:03
200,31057,f,6,0,4,00:04:48:03
200,31057,f,7,0,4,00:04:48:03
200,31040,f,8,0,4,00:04:48:03
200,31023,f,9,0,4,00:04:48:03
200,31057,f,10,1,4,00:04:49:03
200,31057,f,11,1,4,00:04:49:03
200,31040,f,12,1,4,00:04:49:03
200,31040,f,13,1,4,00:04:49:03
200,31057,f,14,1,4,00:04:49:03
200,31040,f,15,1,4,00:04:50:03
200,31040,f,16,1,4,00:04:50:03
200,31040,f,17,1,4,00:04:50:03
200,31057,f,18,1,4,00:04:50:03
200,31040,f,19,1,4,00:04:50:03
200, 31023, b, 20, 1, 4, 00:04:51:03
200, 31040, b, 21, 1, 4, 00:04:51:03
200, 31040, b, 22, 1, 4, 00:04:51:03
200, 31007, b, 23, 1, 4, 00:04:51:03
200, 31023, b, 24, 1, 4, 00:04:51:03
200, 31023, b, 25, 1, 4, 00:04:52:03
200, 31023, b, 26, 1, 4, 00:04:52:03
200, 31023, b, 27, 1, 4, 00:04:52:03
200, 31023, b, 28, 1, 4, 00:04:52:03
200, 31040, b, 29, 1, 4, 00:04:52:03
200, 31040, b, 30, 1, 4, 00:04:53:03
200, 31040, b, 31, 0, 4, 00:04:53:03
200, 31057, b, 32, 0, 4, 00:04:53:03
200, 31057, b, 33, 0, 4, 00:04:53:03
200, 31057, b, 34, 0, 4, 00:04:53:03
200, 31040, b, 35, 0, 4, 00:04:54:03
200, 31040, b, 36, 0, 4, 00:04:54:03
200, 31057, b, 37, 0, 4, 00:04:54:03
200, 31040, b, 38, 0, 4, 00:04:54:03
200, 31040, b, 39, 0, 4, 00:04:54:03
200,31040,f,0,0,3,00:04:55:03
200,31023,f,1,0,3,00:04:55:03
200,31040,f,2,0,3,00:04:55:03
200,31040,f,3,0,3,00:04:55:03
200,31040,f,4,0,3,00:04:55:03
200,31023,f,5,0,3,00:04:56:03
200,31040,f,6,0,3,00:04:56:03
200,31040,f,7,0,3,00:04:56:03
200,31023,f,8,0,3,00:04:56:03
200,31023,f,9,0,3,00:04:56:03
200,31023,f,10,1,3,00:04:57:03
200,31023,f,11,1,3,00:04:57:03
200,31023,f,12,1,3,00:04:57:03
200,31007,f,13,1,3,00:04:57:03
200,31023,f,14,1,3,00:04:57:03
200,31007,f,15,1,3,00:04:58:03
200,31023,f,16,1,3,00:04:58:03
200,31023,f,17,1,3,00:04:58:03
200,31040,f,18,1,3,00:04:58:03
200,31040,f,19,1,3,00:04:58:03
200, 31040, b, 20, 1, 3, 00:04:59:03
200, 31040, b, 21, 1, 3, 00:04:59:03
200, 31040, b, 22, 1, 3, 00:04:59:03
200, 31023, b, 23, 1, 3, 00:04:59:03
200, 31040, b, 24, 1, 3, 00:04:59:03
200, 31040, b, 25, 1, 3, 00:05:00:03
200, 31040, b, 26, 1, 3, 00:05:00:03
200, 31023, b, 27, 1, 3, 00:05:00:03
200, 31040, b, 28, 1, 3, 00:05:00:03
200, 31040, b, 29, 1, 3, 00:05:00:03
200, 31040, b, 30, 1, 3, 00:05:01:03
200, 31023, b, 31, 0, 3, 00:05:01:03
200, 31057, b, 32, 0, 3, 00:05:01:03
200, 31040, b, 33, 0, 3, 00:05:01:03
200, 31057, b, 34, 0, 3, 00:05:01:03
200, 31040, b, 35, 0, 3, 00:05:02:03
200, 31040, b, 36, 0, 3, 00:05:02:03
200, 31040, b, 37, 0, 3, 00:05:02:03
200, 31040, b, 38, 0, 3, 00:05:02:03
200, 31023, b, 39, 0, 3, 00:05:02:03
200,31023,f,0,0,2,00:05:03:03
200,31007,f,1,0,2,00:05:03:03
200,31007,f,2,0,2,00:05:03:03
200,31023,f,3,0,2,00:05:03:03
200,31023,f,4,0,2,00:05:03:03
200,31023,f,5,0,2,00:05:04:03
200,31040,f,6,0,2,00:05:04:03
200,31040,f,7,0,2,00:05:04:03
200,31057,f,8,0,2,00:05:04:03
200,31040,f,9,0,2,00:05:04:03
200,31057,f,10,1,2,00:05:05:03
200,31057,f,11,1,2,00:05:05:03
200,31057,f,12,1,2,00:05:05:03
200,31040,f,13,1,2,00:05:05:03
200,31040,f,14,1,2,00:05:05:03
200,31040,f,15,1,2,00:05:06:03
200,31057,f,16,1,2,00:05:06:03
200,31023,f,17,1,2,00:05:06:03
200,31040,f,18,1,2,00:05:06:03
200,31040,f,19,1,2,00:05:06:03
200, 31040, b, 20, 1, 2, 00:05:07:03
200, 31040, b, 21, 1, 2, 00:05:07:03
200, 31040, b, 22, 1, 2, 00:05:07:03
200, 31040, b, 23, 1, 2, 00:05:07:03
200, 31040, b, 24, 1, 2, 00:05:07:03
200, 31040, b, 25, 1, 2, 00:05:08:03
200, 31023, b, 26, 1, 2, 00:05:08:03
200, 31007, b, 27, 1, 2, 00:05:08:03
200, 31023, b, 28, 1, 2, 00:05:08:03
200, 31023, b, 29, 1, 2, 00:05:08:03
200, 31023, b, 30, 1, 2, 00:05:09:03
200, 31023, b, 31, 0, 2, 00:05:09:03
200, 31023, b, 32, 0, 2, 00:05:09:03
200, 31023, b, 33, 0, 2, 00:05:09:03
200, 31040, b, 34, 0, 2, 00:05:09:03
200, 31023, b, 35, 0, 2, 00:05:10:03
200, 31040, b, 36, 0, 2, 00:05:10:03
200, 31057, b, 37, 0, 2, 00:05:10:03
200, 31057, b, 38, 0, 2, 00:05:10:03
200, 31040, b, 39, 0, 2, 00:05:10:03
200,31057,f,0,0,1,00:05:11:03
200,31040,f,1,0,1,00:05:11:03
200,31040,f,2,0,1,00:05:11:03
200,31040,f,3,0,1,00:05:11:03
200,31040,f,4,0,1,00:05:11:03
200,31040,f,5,0,1,00:05:12:03
200,31040,f,6,0,1,00:05:12:03
200,31040,f,7,0,1,00:05:12:03
200,31057,f,8,0,1,00:05:12:03
200,31023,f,9,0,1,00:05:12:03
200,31057,f,10,1,1,00:05:13:03
200,31057,f,11,1,1,00:05:13:03
200,31057,f,12,1,1,00:05:13:03
200,31040,f,13,1,1,00:05:13:03
200,31040,f,14,1,1,00:05:13:03
200,31023,f,15,1,1,00:05:14:03
200,31023,f,16,1,1,00:05:14:03
200,31023,f,17,1,1,00:05:14:03
200,31023,f,18,1,1,00:05:14:03
200,31023,f,19,1,1,00:05:14:03
200, 31023, b, 20, 1, 1, 00:05:15:03
200, 31040, b, 21, 1, 1, 00:05:15:03
200, 31040, b, 22, 1, 1, 00:05:15:03
200, 31040, b, 23, 1, 1, 00:05:15:03
200, 31040, b, 24, 1, 1, 00:05:15:03
200, 31057, b, 25, 1, 1, 00:05:16:03
200, 31057, b, 26, 1, 1, 00:05:16:03
200, 31057, b, 27, 1, 1, 00:05:16:03
200, 31057, b, 28, 1, 1, 00:05:16:03
200, 31040, b, 29, 1, 1, 00:05:16:03
200, 31057, b, 30, 1, 1, 00:05:17:03
200, 31040, b, 31, 0, 1, 00:05:17:03
200, 31040, b, 32, 0, 1, 00:05:17:03
200, 31040, b, 33, 0, 1, 00:05:17:03
200, 31040, b, 34, 0, 1, 00:05:17:03
